movie,reviewer,metascore,review_score,review_text,review_date,release_date,acclaim_rate,user_score,director,languages,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,unknown,release_decade
Teenage Mutant Ninja Turtles: Out of the Shadows,Glenn Kenny,40.0,40,"This movie is, it happens, easier to sit through than the 2014 film. The 3-D action, overseen by the director Dave Green, is not wholly incoherent. The production values (showcasing new mutants and many gear-heavy extra-dimensional machines undreamed of in any actual engineering philosophy) are ultrashiny. And there are even a couple of amusing, albeit unmemorable, sight gags and one-liners.",2016-06-02,2016-06-03,Mixed or average reviews,57.0,Dave Green,English,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010s
The Phenom,Neil Genzlinger,66.0,40,"The director and writer, Noah Buschel, has no fresh insights to add to the well-worn dynamic and doesn’t give the actors or the audience much to work with.",2016-06-23,2016-06-24,Generally favorable reviews,62.0,Noah Buschel,English,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s
Esther Kahn,Dana Stevens,46.0,40,"It is also possible that the problem lies not with Mr. Desplechin but with Ms. Phoenix. Her Esther is a fascinating mixture of passivity and ferocity, but it's not clear that she has the range to show both sides of the character.",,2002-03-01,Mixed or average reviews,55.0,Arnaud Desplechin,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Ice Age: Collision Course,Glenn Kenny,34.0,40,The movie’s actual entertainment value rises considerably during the dialogue-free sequences.,2016-07-21,2016-07-22,Mixed or average reviews,42.0,Galen T. Chu,English,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010s
Dracula Untold,Ben Kenigsberg,40.0,40,Looking for plausibility in a movie called Dracula Untold is as pointless as looking for humor or personality in Mr. Evans’s dour performance.,2014-10-09,2014-10-10,Generally favorable reviews,63.0,Gary Shore,English,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010s
Hawaizaada,Rachel Saltz,,40,"Mr. Puri works hard, but the strain shows and so do the movie’s seams. And Mr. Khurrana, who rides the line between ingratiating and annoying, has trouble carrying the movie.",2015-02-03,2015-01-30,No score yet,,Vibhu Puri,Hindi,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Avengers,A.O. Scott,69.0,40,"The light, amusing bits cannot overcome the grinding, hectic emptiness, the bloated cynicism that is less a shortcoming of this particular film than a feature of the genre.",2012-05-03,2012-05-04,Generally favorable reviews,80.0,Joss Whedon,English,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2010s
Ramaiya Vastavaiya,Nicole Herrington,,40,"There is something for everyone in Prabhudheva’s ambitious Bollywood film Ramaiya Vastavaiya — comedy, romance, action and the obligatory music-and-dancing numbers — but hardly any of it is convincing, and the proceedings are rife with clichés.",2013-07-22,2013-07-19,No score yet,,Prabhu Deva,Hindi,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010s
The Thirteenth Floor,Lawrence Van Gelder,36.0,40,"Repackaged as cyberthriller, the old time-travel adventure returns in this stylish but overplotted and ultimately illogical combination of science fiction, mystery and romance.",,1999-05-28,Generally unfavorable reviews,23.0,Josef Rusnak,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1990s
Dog Run,Dave Kehr,31.0,40,Too fuzzy-headed to rise above the pack.,,2001-10-19,No score yet,,D. Ze'ev Gilad,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Redacted,A.O. Scott,52.0,40,"Its formal novelty aside, Redacted rarely hits the audience with a genuine shock or a clarifying insight. It churns through a set of ideas and emotions that are confusing and unpleasant, to be sure, but also, by now, dispiritingly familiar.",,2007-11-16,Mixed or average reviews,47.0,Brian De Palma,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000s
Eddie the Eagle,Neil Genzlinger,54.0,40,"This film doesn’t seem to trust the inherent likability of his story. The director, Dexter Fletcher, and the writers, Sean Macaulay and Simon Kelton, load it up with tropes that actually make it less endearing.",2016-02-25,2016-02-26,Generally favorable reviews,72.0,Dexter Fletcher,English,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010s
The Nut Job,Miriam Bale,37.0,40,"The Nut Job features muddy-colored and often ugly animation, a plot that feels too stretched out and loaded with details to hold the attention of most children, and more flatulence jokes than anyone deserves.",2014-01-16,2014-01-17,Mixed or average reviews,44.0,Peter Lepeniotis,English,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Hangover Part II,Manohla Dargis,44.0,40,"The funniest, most reckless moments in The Hangover Part II, the largely mirthless sequel to the 2009 hit ""The Hangover,"" take place in the final credits.",2011-05-25,2011-05-26,Mixed or average reviews,56.0,Todd Phillips,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Enigma,Dana Stevens,64.0,40,"The mystery of Enigma is how a rich historical subject, combined with so much first-rate talent -- a highly capable (if not always exciting) director, a fine English cast, a script by Tom Stoppard -- could have yielded such a flat, plodding picture.",,2002-04-19,Generally favorable reviews,63.0,Michael Apted,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2000s
Poolhall Junkies,Dana Stevens,36.0,40,"The proliferating subplots require many big emotional confrontations, so the movie seems to reach its climax 20 minutes in, and then every 15 minutes or so thereafter. This is fairly exhausting.",,2003-02-28,Universal acclaim,84.0,Mars Callahan,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
I Don't Know How She Does It,Stephen Holden,38.0,40,"If Kate's hyperkinetic cheer and shrill self-absorption are Carrie trademarks, 13 years after ""Sex and the City"" first appeared on television, their appeal has all but evaporated. I Don't Know How She Does It seems stuck in the past.",2011-09-15,2011-09-16,Generally unfavorable reviews,35.0,Douglas McGrath,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
A Journey in My Mother's Footsteps,,46.0,40,"Rosenmeier's tendency to insert herself at the center of the story - awkwardly drifting into the frame as she interviews local social workers, carefully inspecting institutions as if she were a high-profile ambassador - at first seems slightly immodest. Gradually, it suggests a deeply unsettling level of self-involvement.",2011-12-01,2011-12-02,No score yet,,Dina Rosenmeier,English,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Forsaken,Neil Genzlinger,55.0,40,"A starry father-son pairing is largely squandered in Forsaken, an old-school western that is a little too old school for its own good.",2016-02-18,2016-02-19,Generally favorable reviews,73.0,Jon Cassar,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010s
The Promise,Jeannette Catsoulis,49.0,40,"Weighed down by the worthiness of its intentions, The Promise is a big, barren wartime romance that approaches the Armenian genocide with too much calculation and not nearly enough heat.",2017-04-20,2017-04-21,Generally favorable reviews,71.0,Terry George,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Winter in the Blood,Jeannette Catsoulis,52.0,40,"The journey from page to screen may have battered Mr. Welch’s novel, but its lamenting heart beats loud and clear.",2014-08-19,2014-08-20,No score yet,,Alex Smith,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010s
Aimee & Jaguar,Dave Kehr,72.0,40,There is surprisingly little emotional amplitude in the film.,,2000-08-11,Generally favorable reviews,70.0,Max Färberböck,German,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1990s
All Mistakes Buried,Daniel M. Gold,56.0,40,"Mr. Trammell’s drug-induced stammers and tics don’t by themselves add up to a compelling portrayal, nor is this drama of the down and out at all gripping.",2016-01-21,2016-01-22,No score yet,,Tim McCann,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
The First Saturday in May,Manohla Dargis,58.0,40,"There are a lot of horses but absolutely no sense in The First Saturday in May, a glib, lazy documentary about six trainers on the proverbial road to the 2006 Kentucky Derby.",,2008-04-18,No score yet,,Brad Hennegan,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000s
Into the Blue,Manohla Dargis,45.0,40,"This undiluted nonsense is best suited to DVD-rental desperation. Still, aficionados of cheap cinematic thrills involving beautiful and stupid young people will be happy to learn that while the film fizzles far more than it sizzles, its director, John Stockwell, is a connoisseur of the female backside, which he displays to great and frequent advantage.",,2005-09-30,Mixed or average reviews,54.0,John Stockwell,English,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2000s
The Fog,Anita Gates,27.0,40,"Mildly scary here and there. It does not play by all the horror movie rules (e.g., the black guy always dies first). And the cast is good-looking.",,2005-10-14,Generally unfavorable reviews,21.0,Rupert Wainwright,English,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2000s
Primal Fear,Elvis Mitchell,47.0,40,"Pared down to a farfetched plot and paper-thin motives, the story relies on an overload of tangential subplots to keep it looking busy. [3 Apr 1996, p.C15]",,1996-04-03,Universal acclaim,88.0,Gregory Hoblit,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1990s
Breaking and Entering,A.O. Scott,56.0,40,"What saves Breaking and Entering from foundering altogether in earnest self-regard is Mr. Minghella's evident affection for London, a city of inexhaustible architectural and human variety.",,2006-12-15,Generally favorable reviews,69.0,Anthony Minghella,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000s
The Amazing Truth About Queen Raquela,Neil Genzlinger,57.0,40,It's like being trapped in a roomful of teenage girls for 80 minutes.,,2008-09-26,No score yet,,Olaf de Fleur Johannesson,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Hungry Hearts,Nicolas Rapold,48.0,40,The film’s initial naturalism is warped by overheated film technique and a dead-ending screenplay.,2015-06-04,2015-06-05,No score yet,,Saverio Costanzo,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010s
Ex Drummer,Mike Hale,36.0,40,"As the not-so-comic violence and the violent, misogynistic sex pile up, it becomes the kind of black humor in which the joke is largely on the audience.",2011-03-04,2011-03-04,Generally favorable reviews,77.0,Koen Mortier,Dutch,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Inside Out,Daniel M. Gold,28.0,40,"If Paul Levesque, the professional wrestler better known as Triple H, hopes to follow the career path of, say, Dwayne Johnson, who is now a credible action-adventure leading man, he's going to need movies a lot better than Inside Out to do it.",2011-09-08,2011-09-09,Mixed or average reviews,54.0,Artie Mandelberg,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Cold Turkey,Neil Genzlinger,42.0,40,"Cold Turkey has some fine actors who put effort into their roles, but it’s getting harder and harder to care about or laugh at adult characters who have botched up their affluent lives and are still obsessed with events from childhood.",2013-11-21,2013-11-15,No score yet,,Will Slocombe,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Bride Wars,Manohla Dargis,24.0,40,A dopey if largely painless romantic comedy.,,2009-01-09,Mixed or average reviews,41.0,Gary Winick,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
The War on Kids,Jeannette Catsoulis,43.0,40,"Offering neither balance nor solutions (a segment on the overuse of medications like Ritalin is especially powerful, but especially in need of counterargument), The War on Kids questions what kind of citizens we are producing.",,2009-11-20,No score yet,,Cevin D. Soling,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
American Meat,Nicolas Rapold,40.0,40,"The film’s ending, introducing farmers whose lives (and weight) have been changed for the better, sounds enough like an infomercial to undermine the whole enterprise.",2013-04-11,2013-04-12,No score yet,,Graham Meriwether,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
At First Sight,Elvis Mitchell,40.0,40,The pace is so plodding and the dialogue so unwaveringly banal &#133; that the film can't rise to the extraordinary sensations it means to capture.,,1999-01-15,Universal acclaim,84.0,Irwin Winkler,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Ong Bak 3,Mike Hale,38.0,40,"Ong Bak 3, which picks up the largely incoherent story of the rebel prince Tien battling evil lords and demons in some mythical pocket of Thai history, is actually less bloody than its predecessor.",2011-01-17,2011-01-14,Mixed or average reviews,53.0,Panna Rittikrai,Thai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Sky Blue,Stephen Holden,53.0,40,Teeters unsteadily between dystopian fable and Saturday-morning cartoon.,,2004-12-31,Mixed or average reviews,52.0,Moon-saeng Kim,English,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000s
Wild Horses,Stephen Holden,44.0,40,"The one solid element in Wild Horses is Mr. Duvall’s squinting, stone-faced portrayal of a gruff, crusty patriarch beginning to crumble.",2015-06-04,2015-06-05,Mixed or average reviews,50.0,Robert Duvall,English,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Extract,Manohla Dargis,61.0,40,"What’s most striking about Extract, beyond the scarcity of jokes and absence of actual filmmaking, is its deep well of sourness, which at times borders on misanthropy.",,2009-09-04,Generally favorable reviews,61.0,Mike Judge,English,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
The Revolutionary,Rachel Saltz,,40,"It’s a remarkable story, even if The Revolutionary, a no-frills documentary drawn from five years of interviews, isn’t much of a movie.",2013-04-11,2013-04-12,No score yet,,unknown,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Overnight,Dana Stevens,60.0,40,"Any movie that makes you root against the underdog, though, is cause for suspicion, and Mr. Smith and Mr. Montana, perhaps aware of this, try belatedly to restore Mr. Duffy's status as a victim.",,2004-11-10,Generally favorable reviews,70.0,Mark Brian Smith,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Genius,A.O. Scott,56.0,40,"It’s dispiriting to see a movie about interesting real-life characters reduce them to clichés, making them less vivid, less fascinating, less charismatic than they must have been.",2016-06-09,2016-06-10,Generally favorable reviews,66.0,Michael Grandage,English,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Petunia,Neil Genzlinger,40.0,40,"It’s possible to make a great movie out of family dysfunction, but this one is too short on insight to rank with the best of the genre.",2013-06-27,2013-06-28,No score yet,,Ash Christian,English,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Smokers Only,Dave Kehr,35.0,40,Too predictable to leave much of an impression.,,2002-12-20,No score yet,,Verónica Chen,Spanish,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
"Brother, Can You Spare a Dollar",Neil Genzlinger,,40,The whole enterprise has a get-off-my-lawn feel; it tries to pass off whining and a rose-colored-glasses view of the past as insight.,2012-08-16,2012-08-17,No score yet,,Thom Hoffman,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Dredd,Manohla Dargis,59.0,40,"Every so often there's a suggestion that a police state may actually be a lousy idea, but this thought dies even faster than the disposable characters.",2012-09-20,2012-09-21,Universal acclaim,88.0,Pete Travis,English,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2010s
Norbit,A.O. Scott,27.0,40,"Not exactly uproarious. But Mr. Murphy, going back at least to his Gumby and Buckwheat days on ""Saturday Night Live,"" has always had the ability to turn broad caricature into something stranger and more inventive.",,2007-02-09,Mixed or average reviews,43.0,Brian Robbins,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000s
It's Better to Jump,Nicolas Rapold,34.0,40,The film feels like a work of community advocacy.,2013-11-21,2013-11-22,No score yet,,Gina Angelone,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
The Bodyguard,Janet Maslin,39.0,40,"Deep inside the vague, unfocused excesses of The Bodyguard, the tale of a buttoned-down security agent hired to protect a glamorous pop star, there lurks the potential for a compelling film noir.",,1992-11-25,No score yet,,Mick Jackson,English,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1990s
Phat Girlz,Nathan Lee,36.0,40,Barely written and stiffly directed.,,2006-04-07,Generally favorable reviews,71.0,Nnegest Likké,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
Bitter Harvest,Jeannette Catsoulis,34.0,40,Bitter Harvest feels awkward and parochial.,2017-02-23,2017-02-24,Generally favorable reviews,66.0,George Mendeluk,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2010s
Tim's Vermeer,Manohla Dargis,76.0,40,"Shooting in unattractive, hard-edge digital, Teller condenses Mr. Jenison’s years-long pursuit into 80 glib, alternately diverting, exasperating and tedious minutes.",2014-01-31,2013-12-06,Universal acclaim,85.0,Teller,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
Tomorrowland,A.O. Scott,60.0,40,"Its idea of the future is abstract, theoretical and empty, and it can only fill in the blank space with exhortations to believe and to hope. But belief without content, without a critical picture of the world as it is, is really just propaganda. Tomorrowland, searching for incitements to dream, finds slogans and mistakes them for poetry.",2015-05-21,2015-05-22,Generally favorable reviews,64.0,Brad Bird,English,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2010s
Fat Girls,Stephen Holden,47.0,40,"Ends up stranded between two concepts, either of which might have yielded a more satisfying film.",,2007-11-02,Generally favorable reviews,63.0,Ash Christian,English,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000s
The Christmas Candle,Nicolas Rapold,33.0,40,"The residents of the English village Gladbury in the period holiday film The Christmas Candle might as well be bustling about in a snow globe for all their dimples, yuletide obsession and quaint, consumptive coughs.",2013-11-21,2013-11-22,No score yet,,John Stephenson,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010s
